Mod:Item:MetaData, Localized Name
EnderIO:blockEnchanter, 附魔器
EnderIO:blockDarkSteelPressurePlate:0, 玄钢压力板
EnderIO:blockDarkSteelPressurePlate:1, 玄钢压力板
EnderIO:blockDarkSteelAnvil:0, 玄铁砧
EnderIO:blockDarkSteelAnvil:1, 轻微破损的玄铁砧
EnderIO:blockDarkSteelAnvil:2, 严重破损的玄铁砧
EnderIO:blockDarkSteelLadder, 玄铁梯子
EnderIO:blockElectricLight:0, 电灯
EnderIO:blockElectricLight:1, 电灯(反相)
EnderIO:blockElectricLight:2, 灯
EnderIO:blockElectricLight:3, 灯(反相)
EnderIO:blockElectricLight:4, 无线灯
EnderIO:blockElectricLight:5, 无线灯(反相)
EnderIO:blockLightNode, tile.blockLightNode.name
EnderIO:blockReinforcedObsidian, 强化黑曜石
EnderIO:blockFusedQuartz:0, 石英玻璃
EnderIO:blockFusedQuartz:1, 纯净玻璃
EnderIO:blockFusedQuartz:2, 萤光石英玻璃
EnderIO:blockFusedQuartz:3, 萤光纯净玻璃
EnderIO:blockFusedQuartz:4, 黑暗石英玻璃
EnderIO:blockFusedQuartz:5, 黑暗纯净玻璃
EnderIO:blockEnderRail, 末影轨道
EnderIO:blockConduitBundle, 导管接口
EnderIO:blockConduitFacade, tile.blockConduitFacade.name
EnderIO:blockEndermanSkull:0, 末影人头
EnderIO:blockEndermanSkull:2, 禁锢末影人头
EnderIO:blockNutrient_distillation, 营养精华液
EnderIO:blockHootch, 烈酒
EnderIO:blockRocket_fuel, 火箭燃料
EnderIO:blockFire_water, 火焰水
EnderIO:blockLiquid_sunshine, 液态阳光
EnderIO:blockCloud_seed, 云之精华
EnderIO:blockCloud_seed_concentrated, 浓缩云之精华
EnderIO:blockIngotStorage:0, 磁钢块
EnderIO:blockIngotStorage:1, 充能合金块
EnderIO:blockIngotStorage:2, 脉冲合金块
EnderIO:blockIngotStorage:3, 红石合金块
EnderIO:blockIngotStorage:4, 导电铁块
EnderIO:blockIngotStorage:5, 脉冲铁块
EnderIO:blockIngotStorage:6, 玄钢块
EnderIO:blockIngotStorage:7, 魂金块
EnderIO:blockDarkIronBars, 玄铁栅栏
harvestcraft:cuttingboard, 切肉板
harvestcraft:pot, 罐
harvestcraft:beehive, 蜂窝
harvestcraft:apiary, 蜂房
harvestcraft:presser, 压榨机
harvestcraft:sink:0, 水桶
harvestcraft:sink:1, 石质水池
harvestcraft:sink:2, 粘土水池
harvestcraft:sink:3, 砖井
harvestcraft:salt, 盐矿
harvestcraft:spamcompressedsaltBlockalt, 压缩盐块
harvestcraft:market, 集市交易方块
harvestcraft:oven, 烤炉
harvestcraft:ovenon, tile.ovenon.name
harvestcraft:churn, tile.churn.name
harvestcraft:churnon, tile.churnon.name
harvestcraft:quern, tile.quern.name
harvestcraft:quernon, tile.quernon.name
harvestcraft:fishtrap, tile.fishtrap.name
harvestcraft:animaltrap, tile.animaltrap.name
harvestcraft:berrygarden, 浆果果园
harvestcraft:desertgarden, 沙漠果园
harvestcraft:grassgarden, 草果园
harvestcraft:gourdgarden, 葫芦果园
harvestcraft:groundgarden, 大地果园
harvestcraft:herbgarden, 香草果园
harvestcraft:leafygarden, 薄荷果园
harvestcraft:mushroomgarden, 蘑菇果园
harvestcraft:stalkgarden, 花茎果园
harvestcraft:textilegarden, 纺织果园
harvestcraft:tropicalgarden, 热带果园
harvestcraft:watergarden, 水果园
harvestcraft:pamApple, 未成熟的苹果
harvestcraft:pamappleSapling, 苹果树苗
harvestcraft:pamAlmond, 未成熟的扁桃
harvestcraft:pamalmondSapling, 扁桃树苗
harvestcraft:pamApricot, 未成熟的杏子
harvestcraft:pamapricotSapling, 杏子树苗
harvestcraft:pamAvocado, 未成熟的鳄梨
harvestcraft:pamavocadoSapling, 鳄梨树苗
harvestcraft:pamBanana, 未成熟的香蕉
harvestcraft:pambananaSapling, 香蕉树苗
harvestcraft:pamCashew, 未成熟的腰果
harvestcraft:pamcashewSapling, 腰果树苗
harvestcraft:pamCherry, 未成熟的樱桃
harvestcraft:pamcherrySapling, 樱桃树苗
harvestcraft:pamChestnut, 未成熟的栗子
harvestcraft:pamchestnutSapling, 栗子树苗
harvestcraft:pamCinnamon, 未成熟的肉桂
harvestcraft:pamcinnamonSapling, 肉桂树苗
harvestcraft:pamCoconut, 未成熟的椰子
harvestcraft:pamcoconutSapling, 椰子树苗
harvestcraft:pamDate, 未成熟的枣椰
harvestcraft:pamdateSapling, 枣椰树苗
harvestcraft:pamDragonfruit, 未成熟的火龙果
harvestcraft:pamdragonfruitSapling, 火龙果树苗
harvestcraft:pamDurian, 未成熟的榴莲
harvestcraft:pamdurianSapling, 榴莲树苗
harvestcraft:pamFig, 未成熟的无花果
harvestcraft:pamfigSapling, 无花果树苗
harvestcraft:pamGrapefruit, 未成熟的葡萄柚
harvestcraft:pamgrapefruitSapling, 葡萄柚树苗
harvestcraft:pamLemon, 未成熟的柠檬
harvestcraft:pamlemonSapling, 柠檬树苗
harvestcraft:pamLime, 未成熟的酸橙
harvestcraft:pamlimeSapling, 酸橙树苗
harvestcraft:pamMaple, 未成熟的枫树
harvestcraft:pammapleSapling, 枫树树苗
harvestcraft:pamMango, 未成熟的芒果
harvestcraft:pammangoSapling, 芒果树苗
harvestcraft:pamNutmeg, 未成熟的肉豆蔻
harvestcraft:pamnutmegSapling, 肉豆蔻树苗
harvestcraft:pamOlive, 未成熟的橄榄
harvestcraft:pamoliveSapling, 橄榄树苗
harvestcraft:pamOrange, 未成熟的橙子
harvestcraft:pamorangeSapling, 橙子树苗
harvestcraft:pamPapaya, 未成熟的木瓜
harvestcraft:pampapayaSapling, 木瓜树苗
harvestcraft:pamPaperbark, 未成熟的白千层
harvestcraft:pampaperbarkSapling, 白千层树苗
harvestcraft:pamPeach, 未成熟的桃子
harvestcraft:pampeachSapling, 桃子树苗
harvestcraft:pamPear, 未成熟的梨
harvestcraft:pampearSapling, 梨树苗
harvestcraft:pamPecan, 未成熟的山核桃
harvestcraft:pampecanSapling, 山核桃树苗
harvestcraft:pamPeppercorn, 未成熟的胡椒
harvestcraft:pampeppercornSapling, 胡椒树苗
harvestcraft:pamPersimmon, 未成熟的柿子
harvestcraft:pampersimmonSapling, 柿子树苗
harvestcraft:pamPistachio, 未成熟的开心果
harvestcraft:pampistachioSapling, 开心果树苗
harvestcraft:pamPlum, 未成熟的李子
harvestcraft:pamplumSapling, 李子树苗
harvestcraft:pamPomegranate, 未成熟的石榴
harvestcraft:pampomegranateSapling, 石榴树苗
harvestcraft:pamStarfruit, 未成熟的杨桃
harvestcraft:pamstarfruitSapling, 杨桃树苗
harvestcraft:pamVanillabean, 未成熟的香草豆荚
harvestcraft:pamvanillabeanSapling, 香草树苗
harvestcraft:pamWalnut, 未成熟的胡桃
harvestcraft:pamwalnutSapling, 胡桃树苗
harvestcraft:pamblackberryCrop, 黑莓
harvestcraft:pamblueberryCrop, 蓝莓
harvestcraft:pamcandleberryCrop, 蜡杨梅
harvestcraft:pamraspberryCrop, 树莓
harvestcraft:pamstrawberryCrop, 草莓
harvestcraft:pamcactusfruitCrop, 仙人掌
harvestcraft:pamasparagusCrop, 芦笋
harvestcraft:pambarleyCrop, 大麦
harvestcraft:pamoatsCrop, 燕麦
harvestcraft:pamryeCrop, 黑麦
harvestcraft:pamcornCrop, 玉米
harvestcraft:pambambooshootCrop, 竹笋
harvestcraft:pamcantaloupeCrop, 哈密瓜
harvestcraft:pamcucumberCrop, 黄瓜
harvestcraft:pamwintersquashCrop, 笋瓜
harvestcraft:pamzucchiniCrop, 西葫芦
harvestcraft:pambeetCrop, 甜菜
harvestcraft:pamonionCrop, 洋葱
harvestcraft:pamparsnipCrop, 防风草
harvestcraft:pampeanutCrop, 花生
harvestcraft:pamradishCrop, 白萝卜
harvestcraft:pamrutabagaCrop, 芜菁甘蓝
harvestcraft:pamsweetpotatoCrop, 番薯
harvestcraft:pamturnipCrop, 大头菜
harvestcraft:pamrhubarbCrop, 大黄
harvestcraft:pamceleryCrop, 芹菜
harvestcraft:pamgarlicCrop, 大蒜
harvestcraft:pamgingerCrop, 姜
harvestcraft:pamspiceleafCrop, 香料叶
harvestcraft:pamtealeafCrop, 茶叶
harvestcraft:pamcoffeebeanCrop, 咖啡豆
harvestcraft:pammustardseedsCrop, 芥末
harvestcraft:pambroccoliCrop, 西兰花
harvestcraft:pamcauliflowerCrop, 花椰菜
harvestcraft:pamleekCrop, 芹菜
harvestcraft:pamlettuceCrop, 生菜
harvestcraft:pamscallionCrop, 青葱
harvestcraft:pamartichokeCrop, 朝鲜蓟
harvestcraft:pambrusselsproutCrop, 芽甘蓝
harvestcraft:pamcabbageCrop, 卷心菜
harvestcraft:pamspinachCrop, 菠菜
harvestcraft:pamwhitemushroomCrop, 白蘑菇
harvestcraft:pambeanCrop, 大豆
harvestcraft:pamsoybeanCrop, 黄豆
harvestcraft:pambellpepperCrop, 甜椒
harvestcraft:pamchilipepperCrop, 红辣椒
harvestcraft:pameggplantCrop, 茄子
harvestcraft:pamokraCrop, 秋葵
harvestcraft:pampeasCrop, 豌豆
harvestcraft:pamtomatoCrop, 番茄
harvestcraft:pamcottonCrop, 棉花
harvestcraft:pampineappleCrop, 凤梨
harvestcraft:pamgrapeCrop, 葡萄
harvestcraft:pamkiwiCrop, 猕猴桃
harvestcraft:pamcranberryCrop, 蔓越橘
harvestcraft:pamriceCrop, 水稻
harvestcraft:pamseaweedCrop, 海藻
harvestcraft:pamcandleDeco1, 白色蜡烛
harvestcraft:pamcandleDeco2, 橙色蜡烛
harvestcraft:pamcandleDeco3, 品红色蜡烛
harvestcraft:pamcandleDeco4, 淡蓝色蜡烛
harvestcraft:pamcandleDeco5, 黄色蜡烛
harvestcraft:pamcandleDeco6, 黄绿色蜡烛
harvestcraft:pamcandleDeco7, 粉色蜡烛
harvestcraft:pamcandleDeco8, 深灰色蜡烛
harvestcraft:pamcandleDeco9, 淡灰色蜡烛
harvestcraft:pamcandleDeco10, 青色蜡烛
harvestcraft:pamcandleDeco11, 紫色蜡烛
harvestcraft:pamcandleDeco12, 蓝色蜡烛
harvestcraft:pamcandleDeco13, 棕色蜡烛
harvestcraft:pamcandleDeco14, 绿色蜡烛
harvestcraft:pamcandleDeco15, 红色蜡烛
harvestcraft:pamcandleDeco16, 黑色蜡烛
harvestcraft:pamcarrotCake, 萝卜蛋糕
harvestcraft:pamcheeseCake, 奶酪蛋糕
harvestcraft:pamcherrycheeseCake, 樱桃奶酪蛋糕
harvestcraft:pampineappleupsidedownCake, 菠萝颠倒蛋糕
harvestcraft:pamchocolatesprinkleCake, 巧克力粉蛋糕
harvestcraft:pamredvelvetCake, 红丝绒蛋糕
harvestcraft:pamlamingtonCake, 拉明顿蛋糕
harvestcraft:pampavlovaCake, 奶油蛋白甜饼
harvestcraft:pamholidayCake, 假日蛋糕
harvestcraft:pampumpkincheeseCake, 南瓜奶酪蛋糕
ThaumicTinkerer:gaseousShadow, tile.gaseousShadow.name
ThaumicTinkerer:Levitational Locomotive, 悬浮平台
ThaumicTinkerer:bedrockPortal, 基岩传送门
ThaumicTinkerer:interface, 矢量变换接口
ThaumicTinkerer:fireAir, 巽风之焰
ThaumicTinkerer:fireOrder, 秩序之焰
ThaumicTinkerer:forcefield, 力场
ThaumicTinkerer:platform, 仙域平台
ThaumicTinkerer:magnet:0, 奥术念力磁铁
ThaumicTinkerer:magnet:1, 奥术生物磁铁
ThaumicTinkerer:nitorGas, tile.nitorGas.name
ThaumicTinkerer:infusedGrainBlock, tile.infusedGrainBlock.name
ThaumicTinkerer:fireChaos, 混沌之焰
ThaumicTinkerer:gaseousLight, tile.gaseousLight.name
ThaumicTinkerer:warpGate, 仙域之门
ThaumicTinkerer:fireFire, 离火之焰
ThaumicTinkerer:animationTablet, 活化工具台
ThaumicTinkerer:infusedFarmland, tile.infusedFarmland.name
ThaumicTinkerer:Levitational Locomotive Relay, 悬浮平台中继
ThaumicTinkerer:enchanter, 渗透附魔台
ThaumicTinkerer:darkQuartz:0, 烟黑石英块
ThaumicTinkerer:darkQuartz:1, 雕琢烟黑石英块
ThaumicTinkerer:darkQuartz:2, 柱状烟黑石英块
ThaumicTinkerer:funnel, 要素漏斗
ThaumicTinkerer:darkQuartzSlab:0, 烟黑石英台阶
ThaumicTinkerer:darkQuartzSlabFull:0, 烟黑石英台阶
ThaumicTinkerer:fireEarth, 坤地之焰
ThaumicTinkerer:repairer, 奥法修复台
ThaumicTinkerer:fireWater, 坎水之焰
ThaumicTinkerer:dislocator, 矢量转位仪
ThaumicTinkerer:spawner, 死灵祭坛
ThaumicTinkerer:darkQuartzStairs, 烟黑石英楼梯
ProjectE:interdiction_torch, 禁止火把
ProjectE:condenser_mk2, 能量凝聚器MK2
ProjectE:rm_furnace_lit, 红物质熔炉
ProjectE:dm_furnace_lit, 暗物质熔炉
ProjectE:dm_pedestal, 暗物质台座
ProjectE:nova_catalyst, 爆破新星
ProjectE:nova_cataclysm, 灾难新星
ProjectE:alchemical_chest, 炼金术箱子
ProjectE:transmutation_table, 转化桌
ProjectE:condenser_mk1, 能量凝聚器
ProjectE:rm_furnace, 红物质熔炉
ProjectE:dm_furnace, 暗物质熔炉
ProjectE:matter_block:0, 暗物质方块
ProjectE:matter_block:1, 红物质方块
ProjectE:fuel_block:0, 炼金煤炭块
ProjectE:fuel_block:1, 莫比乌斯燃料块
ProjectE:fuel_block:2, 永恒燃料块
ProjectE:collector_mk1, 能量收集器MK1
ProjectE:collector_mk2, 能量收集器MK2
ProjectE:collector_mk3, 能量收集器MK3
ProjectE:relay_mk1, 反物质继电器MK1
ProjectE:relay_mk2, 反物质继电器MK2
ProjectE:relay_mk3, 反物质继电器MK3
PowerUtils:BlockMain:0, 能量转换器
autopackager:packagerBlock, 配方封包器
DraconicEvolution:xRayBlock, 透视方块
DraconicEvolution:weatherController, 气象控制器
DraconicEvolution:sunDial, 日晷
DraconicEvolution:draconiumOre, 龙矿
DraconicEvolution:grinder, 怪物粉碎机
DraconicEvolution:potentiometer, 电位器
DraconicEvolution:rainSensor, 雨水传感器
DraconicEvolution:particleGenerator, 粒子发生器
DraconicEvolution:playerDetector, 玩家探测器
DraconicEvolution:playerDetectorAdvanced, 高级玩家探测器
DraconicEvolution:energyInfuser, 能量注入器
DraconicEvolution:customSpawner, 稳定刷怪笼
DraconicEvolution:generator, 发电机
DraconicEvolution:energyStorageCore, 能量核心
DraconicEvolution:draconium:0, 龙块
DraconicEvolution:draconium:1, 复活石
DraconicEvolution:draconium:2, 充能龙块
DraconicEvolution:invisibleMultiblock, Energy Core
DraconicEvolution:energyPylon, 能量塔
DraconicEvolution:placedItem, tile.draconicevolution:placedItem.name
DraconicEvolution:safetyFlame, tile.draconicevolution:safetyFlame.name
DraconicEvolution:cKeyStone:0, 创造锁
DraconicEvolution:cKeyStone:1, 创造锁
DraconicEvolution:cKeyStone:2, 创造锁
DraconicEvolution:cKeyStone:3, 创造锁
DraconicEvolution:dissEnchanter, 祛魔台
DraconicEvolution:teleporterStand, 错位宝石底座
DraconicEvolution:draconiumChest, 龙箱
DraconicEvolution:draconicBlock, 觉醒龙块
DraconicEvolution:energyCrystal:0, 能量中继器
DraconicEvolution:energyCrystal:1, 高级能量中继器
DraconicEvolution:energyCrystal:2, 能量收发器
DraconicEvolution:energyCrystal:3, 高级能量收发器
DraconicEvolution:energyCrystal:4, 无线能量收发器
DraconicEvolution:energyCrystal:5, 高级无线收发器
DraconicEvolution:infusedObsidian, 注入龙力的黑曜石
DraconicEvolution:dislocatorReceptacle, 错位容器
DraconicEvolution:portal, 门
DraconicEvolution:reactorCore, 反应堆核心
DraconicEvolution:flowGate:0, 能量阀门
DraconicEvolution:flowGate:6, 流体阀门
DraconicEvolution:reactorStabilizer, 反应堆稳定器
DraconicEvolution:reactorEnergyInjector, 反应堆能量喷射器
DraconicEvolution:chaosCrystal, 混沌晶体
DraconicEvolution:upgradeModifier, 升级调整器
DraconicEvolution:longRangeDislocator:1, 创造错位宝石
DraconicEvolution:chaosShardAtmos, tile.draconicevolution:chaosShardAtmos.name
AdvancedSolarPanel:BlockMolecularTransformer, 未命名方块,请报告给作者.
AdvancedSolarPanel:BlockAdvSolarPanel:0, 高级太阳能发电机
AdvancedSolarPanel:BlockAdvSolarPanel:1, 混合太阳能发电机
AdvancedSolarPanel:BlockAdvSolarPanel:2, 终极混合太阳能发电机
AdvancedSolarPanel:BlockAdvSolarPanel:3, 量子太阳能发电机
AdvancedSolarPanel:BlockAdvSolarPanel:4, 量子发电机
BiblioCraft:tile.BiblioFramedChest:0, 镶框箱子
BiblioCraft:BiblioPaneler:0, 橡木家具板材机
BiblioCraft:BiblioPaneler:1, 云杉家具板材机
BiblioCraft:BiblioPaneler:2, 桦木家具板材机
BiblioCraft:BiblioPaneler:3, 丛林木家具板材机
BiblioCraft:BiblioPaneler:4, 金合欢家具板材机
BiblioCraft:BiblioPaneler:5, 深色橡木家具板材机
BiblioCraft:BiblioPaneler:6, 镶框家具板材机
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, 白色打字机
BiblioCraft:BiblioTypewriter:1, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:2, 灰色打字机
BiblioCraft:BiblioTypewriter:3, 黑色打字机
BiblioCraft:BiblioTypewriter:4, 红色打字机
BiblioCraft:BiblioTypewriter:5, 橙色打字机
BiblioCraft:BiblioTypewriter:6, 黄色打字机
BiblioCraft:BiblioTypewriter:7, 柠檬色打字机
BiblioCraft:BiblioTypewriter:8, 绿色打字机
BiblioCraft:BiblioTypewriter:9, 青色打字机
BiblioCraft:BiblioTypewriter:10, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:11, 蓝色打字机
BiblioCraft:BiblioTypewriter:12, 紫色打字机
BiblioCraft:BiblioTypewriter:13, 品红色打字机
BiblioCraft:BiblioTypewriter:14, 粉色打字机
BiblioCraft:BiblioTypewriter:15, 棕色打字机
BiblioCraft:BiblioClock:0, 橡木时钟
BiblioCraft:BiblioClock:1, 云杉时钟
BiblioCraft:BiblioClock:2, 桦木时钟
BiblioCraft:BiblioClock:3, 丛林木时钟
BiblioCraft:BiblioClock:4, 金合欢时钟
BiblioCraft:BiblioClock:5, 深色橡木时钟
BiblioCraft:BiblioClock:6, 镶框钟
BiblioCraft:BiblioFlatPainting:0, 橡木画框
BiblioCraft:BiblioFlatPainting:1, 云杉画框
BiblioCraft:BiblioFlatPainting:2, 桦木画框
BiblioCraft:BiblioFlatPainting:3, 丛林木画框
BiblioCraft:BiblioFlatPainting:4, 金合欢画框
BiblioCraft:BiblioFlatPainting:5, 深色橡木画框
BiblioCraft:BiblioFlatPainting:6, 镶框画框
BiblioCraft:BiblioSimplePainting:0, 橡木画框
BiblioCraft:BiblioSimplePainting:1, 云杉画框
BiblioCraft:BiblioSimplePainting:2, 桦木画框
BiblioCraft:BiblioSimplePainting:3, 丛林木画框
BiblioCraft:BiblioSimplePainting:4, 金合欢画框
BiblioCraft:BiblioSimplePainting:5, 深色橡木画框
BiblioCraft:BiblioSimplePainting:6, 镶框画框
BiblioCraft:BiblioMiddlePainting:0, 橡木画框
BiblioCraft:BiblioMiddlePainting:1, 云杉画框
BiblioCraft:BiblioMiddlePainting:2, 桦木画框
BiblioCraft:BiblioMiddlePainting:3, 丛林木画框
BiblioCraft:BiblioMiddlePainting:4, 金合欢画框
BiblioCraft:BiblioMiddlePainting:5, 深色橡木画框
BiblioCraft:BiblioMiddlePainting:6, 镶框画框
BiblioCraft:BiblioFancyPainting:0, 橡木画框
BiblioCraft:BiblioFancyPainting:1, 云杉画框
BiblioCraft:BiblioFancyPainting:2, 桦木画框
BiblioCraft:BiblioFancyPainting:3, 丛林木画框
BiblioCraft:BiblioFancyPainting:4, 金合欢画框
BiblioCraft:BiblioFancyPainting:5, 深色橡木画框
BiblioCraft:BiblioFancyPainting:6, 镶框画框
BiblioCraft:BiblioBorderlessPainting:0, 橡木画框
BiblioCraft:BiblioBorderlessPainting:1, 云杉画框
BiblioCraft:BiblioBorderlessPainting:2, 桦木画框
BiblioCraft:BiblioBorderlessPainting:3, 丛林木画框
BiblioCraft:BiblioBorderlessPainting:4, 金合欢画框
BiblioCraft:BiblioBorderlessPainting:5, 深色橡木画框
BiblioCraft:BiblioBorderlessPainting:6, 镶框画框
BiblioCraft:BiblioPaintPress, 压印机
BiblioCraft:BiblioSwordPedestal:0, 剑座
BiblioCraft:BiblioSwordPedestal:1, 剑座
BiblioCraft:BiblioSwordPedestal:2, 剑座
BiblioCraft:BiblioSwordPedestal:3, 剑座
BiblioCraft:BiblioSwordPedestal:4, 剑座
BiblioCraft:BiblioSwordPedestal:5, 剑座
BiblioCraft:BiblioSwordPedestal:6, 剑座
BiblioCraft:BiblioSwordPedestal:7, 剑座
BiblioCraft:BiblioSwordPedestal:8, 剑座
BiblioCraft:BiblioSwordPedestal:9, 剑座
BiblioCraft:BiblioSwordPedestal:10, 剑座
BiblioCraft:BiblioSwordPedestal:11, 剑座
BiblioCraft:BiblioSwordPedestal:12, 剑座
BiblioCraft:BiblioSwordPedestal:13, 剑座
BiblioCraft:BiblioSwordPedestal:14, 剑座
BiblioCraft:BiblioSwordPedestal:15, 剑座
BiblioCraft:BiblioFancySign:0, 橡木精致木牌
BiblioCraft:BiblioFancySign:1, 云杉精致木牌
BiblioCraft:BiblioFancySign:2, 桦木精致木牌
BiblioCraft:BiblioFancySign:3, 丛林精致木牌
BiblioCraft:BiblioFancySign:4, 金合欢精致木牌
BiblioCraft:BiblioFancySign:5, 深色橡木精致木牌
BiblioCraft:BiblioFancySign:6, 镶框精致木牌
BiblioCraft:BiblioWorkbench:0, 橡木精致工作台
BiblioCraft:BiblioWorkbench:1, 云杉精致工作台
BiblioCraft:BiblioWorkbench:2, 桦木精致工作台
BiblioCraft:BiblioWorkbench:3, 丛林精致工作台
BiblioCraft:BiblioWorkbench:4, 金合欢精致工作台
BiblioCraft:BiblioWorkbench:5, 深色橡木精致工作台
BiblioCraft:BiblioWorkbench:6, 镶框精致工作台
BiblioCraft:BiblioBell, 按铃
BiblioCraft:Bibliotheca:0, 橡木书架
BiblioCraft:Bibliotheca:1, 云杉木书架
BiblioCraft:Bibliotheca:2, 白桦木书架
BiblioCraft:Bibliotheca:3, 丛林木书架
BiblioCraft:Bibliotheca:4, 金合欢书架
